linea,altitud,grupo,repeticion,angulo,nancy,ale
PCA24,BAJA,II,6,38.334,30.769,32.100
PCA24,BAJA,II,7,22.754,28.240,25.490
PCA24,BAJA,II,8,12.743,25.495,25.500
PCA24,BAJA,II,9,18.147,41.346,40.400
PCA24,BAJA,II,10,0.000,21.312,13.900
PCA24,BAJA,II,11,23.295,22.715,22.700
PCA24,BAJA,II,12,0.000,11.319,10.500
PCA24,BAJA,II,13,0.000,0.000,0.000
PCA24,BAJA,II,14,0.000,0.000,0.000
PCA24,BAJA,II,15,0.000,0.000,0.000
PCA24,BAJA,II,16,0.000,0.000,0.000
PCA24,BAJA,II,17,0.000,0.000,0.000
PCA24,BAJA,II,18,0.000,0.000,0.000
PCA24,BAJA,II,19,0.000,0.000,0.000
PCA24,BAJA,II,20,0.000,0.000,0.000
PCA25,BAJA,II,1,80.700,75.822,81.120
PCA25,BAJA,II,2,8.118,8.844,13.700
PCA25,BAJA,II,3,26.564,47.996,47.500
PCA25,BAJA,II,4,57.566,60.720,58.410
PCA25,BAJA,II,5,9.384,12.793,15.750
PCA25,BAJA,II,6,5.231,0.000,0.000
PCA25,BAJA,II,7,0.000,0.000,0.000
PCA25,BAJA,II,8,0.000,0.000,0.000
PCA25,BAJA,II,9,36.463,47.230,44.300
PCA25,BAJA,II,10,0.000,30.654,27.240
PCA25,BAJA,II,11,26.965,25.591,32.100
PCA25,BAJA,II,12,21.140,21.244,18.740
PCA25,BAJA,II,13,64.376,70.797,74.900
PCA25,BAJA,II,14,0.000,0.000,0.000
PCA25,BAJA,II,15,37.508,22.934,29.710
PCA25,BAJA,II,16,59.827,102.153,99.018
PCA25,BAJA,II,17,0.000,0.000,0.000
PCA25,BAJA,II,18,0.000,0.000,0.000
PCA25,BAJA,II,19,0.000,0.000,0.000
PCA25,BAJA,II,20,0.000,0.000,0.000
PCA26,ALTA,II,1,0.000,0.000,
PCA26,ALTA,II,2,0.000,0.000,
PCA26,ALTA,II,3,0.000,0.000,
PCA26,ALTA,II,4,0.000,0.000,
PCA26,ALTA,II,5,0.000,0.000,
PCA26,ALTA,II,6,0.000,0.000,
PCA26,ALTA,II,7,0.000,0.000,
PCA26,ALTA,II,8,0.000,0.000,
PCA26,ALTA,II,9,0.000,0.000,
PCA26,ALTA,II,10,0.000,0.000,
PCA26,ALTA,II,11,0.000,0.000,
PCA26,ALTA,II,12,0.000,0.000,
PCA26,ALTA,II,13,0.000,0.000,
PCA26,ALTA,II,14,0.000,0.000,
PCA26,ALTA,II,15,0.000,0.000,
PCA26,ALTA,II,16,0.000,0.000,
PCA26,ALTA,II,17,0.000,0.000,
PCA26,ALTA,II,18,0.000,0.000,
PCA26,ALTA,II,19,0.000,0.000,
PCA26,ALTA,II,20,0.000,0.000,
PCA27,ALTA,II,1,0.000,0.000,
PCA27,ALTA,II,2,0.000,0.000,
PCA27,ALTA,II,3,0.000,0.000,
PCA27,ALTA,II,4,0.000,0.000,
PCA27,ALTA,II,5,0.000,0.000,
PCA27,ALTA,II,6,0.000,0.000,
PCA27,ALTA,II,7,0.000,0.000,
PCA27,ALTA,II,8,0.000,0.000,
PCA27,ALTA,II,9,0.000,0.000,
PCA27,ALTA,II,10,0.000,0.000,
PCA27,ALTA,II,11,0.000,0.000,
PCA27,ALTA,II,12,0.000,0.000,
PCA27,ALTA,II,13,0.000,0.000,
PCA27,ALTA,II,14,0.000,0.000,
PCA27,ALTA,II,15,0.000,0.000,
PCA27,ALTA,II,16,0.000,0.000,
PCA27,ALTA,II,17,0.000,0.000,
PCA27,ALTA,II,18,0.000,0.000,
PCA27,ALTA,II,19,0.000,0.000,
PCA27,ALTA,II,20,0.000,0.000,
PCA28,MEDIA,II,1,38.740,31.038,35.497
PCA28,MEDIA,II,2,85.210,62.211,72.300
PCA28,MEDIA,II,3,32.340,39.507,44.325
PCA28,MEDIA,II,4,0.000,0.000,0.000
PCA28,MEDIA,II,5,12.120,5.219,5.734
PCA28,MEDIA,II,6,88.230,76.809,76.720
PCA28,MEDIA,II,7,28.140,32.424,30.534
PCA28,MEDIA,II,8,115.520,95.926,118.100
PCA28,MEDIA,II,9,25.490,17.435,16.139
PCA28,MEDIA,II,10,124.230,123.446,125.660
PCA28,MEDIA,II,11,9.600,12.757,5.724
PCA28,MEDIA,II,12,31.310,33.009,32.514
PCA28,MEDIA,II,13,0.000,0.000,0.000
PCA28,MEDIA,II,14,0.000,0.000,0.000
PCA28,MEDIA,II,15,0.000,0.000,0.000
PCA28,MEDIA,II,16,0.000,0.000,0.000
PCA28,MEDIA,II,17,0.000,0.000,0.000
PCA28,MEDIA,II,18,0.000,0.000,0.000
PCA28,MEDIA,II,19,0.000,0.000,0.000
PCA28,MEDIA,II,20,0.000,0.000,0.000
PCA29,MEDIA,II,1,77.420,60.213,74.920
PCA29,MEDIA,II,2,30.970,35.305,31.783
PCA29,MEDIA,II,3,54.220,46.127,47.220
PCA29,MEDIA,II,4,55.450,55.965,53.690
PCA29,MEDIA,II,5,41.670,53.676,56.125
PCA29,MEDIA,II,6,27.840,33.574,29.420
PCA29,MEDIA,II,7,46.840,48.276,41.153
PCA29,MEDIA,II,8,7.610,6.963,11.410
PCA29,MEDIA,II,9,30.670,29.152,21.909
PCA29,MEDIA,II,10,1.090,0.000,0.000
PCA29,MEDIA,II,11,8.690,0.000,0.000
PCA29,MEDIA,II,12,23.590,24.461,23.506
PCA29,MEDIA,II,13,0.000,0.000,0.000
PCA29,MEDIA,II,14,0.000,0.000,0.000
PCA29,MEDIA,II,15,0.000,0.000,0.000
PCA29,MEDIA,II,16,0.000,0.000,0.000
PCA29,MEDIA,II,17,0.000,0.000,0.000
PCA29,MEDIA,II,18,0.000,0.000,0.000
PCA29,MEDIA,II,19,0.000,0.000,0.000
PCA29,MEDIA,II,20,0.000,0.000,0.000
PCA30,MEDIA,II,1,19.250,45.417,45.510
PCA30,MEDIA,II,2,16.560,17.197,16.974
PCA30,MEDIA,II,3,16.880,19.607,17.034
PCA30,MEDIA,II,4,161.670,99.785,102.970
PCA30,MEDIA,II,5,6.230,13.874,6.193
PCA30,MEDIA,II,6,5.280,16.771,22.851
PCA30,MEDIA,II,7,10.350,5.476,4.348
PCA30,MEDIA,II,8,101.490,85.330,97.700
PCA30,MEDIA,II,9,36.950,28.374,26.073
PCA30,MEDIA,II,10,4.130,7.140,6.673
PCA30,MEDIA,II,11,0.000,0.000,0.000
PCA30,MEDIA,II,12,130.650,106.450,116.870
PCA30,MEDIA,II,13,0.000,0.000,0.000
PCA30,MEDIA,II,14,0.000,0.000,0.000
PCA30,MEDIA,II,15,0.000,0.000,0.000
PCA30,MEDIA,II,16,0.000,0.000,0.000
PCA30,MEDIA,II,17,0.000,0.000,0.000
PCA30,MEDIA,II,18,0.000,0.000,0.000
PCA30,MEDIA,II,19,0.000,0.000,0.000
PCA30,MEDIA,II,20,0.000,0.000,0.000
PCA31,MEDIA,II,1,3.900,20.528,17.902
PCA31,MEDIA,II,2,32.890,31.419,27.905
PCA31,MEDIA,II,3,41.840,38.554,39.245
PCA31,MEDIA,II,4,32.103,26.812,29.263
PCA31,MEDIA,II,5,26.570,26.210,26.045
PCA31,MEDIA,II,6,45.800,43.415,43.733
PCA31,MEDIA,II,7,133.540,93.451,126.800
PCA31,MEDIA,II,8,144.700,117.832,133.000
PCA31,MEDIA,II,9,17.670,21.388,23.983
PCA31,MEDIA,II,10,19.530,17.004,17.335
PCA31,MEDIA,II,11,28.290,42.324,37.372
PCA31,MEDIA,II,12,47.460,49.890,47.086
PCA31,MEDIA,II,13,0.000,0.000,0.000
PCA31,MEDIA,II,14,0.000,0.000,0.000
PCA31,MEDIA,II,15,0.000,0.000,0.000
PCA31,MEDIA,II,16,0.000,0.000,0.000
PCA31,MEDIA,II,17,0.000,0.000,0.000
PCA31,MEDIA,II,18,0.000,0.000,0.000
PCA31,MEDIA,II,19,0.000,0.000,0.000
PCA31,MEDIA,II,20,0.000,0.000,0.000
PCA32,ALTA,II,1,0.000,0.000,
PCA32,ALTA,II,2,0.000,0.000,
PCA32,ALTA,II,3,0.000,0.000,
PCA32,ALTA,II,4,0.000,0.000,
PCA32,ALTA,II,5,0.000,0.000,
PCA32,ALTA,II,6,0.000,0.000,
PCA32,ALTA,II,7,0.000,0.000,
PCA32,ALTA,II,8,0.000,0.000,
PCA32,ALTA,II,9,0.000,0.000,
PCA32,ALTA,II,10,0.000,0.000,
PCA32,ALTA,II,11,0.000,0.000,
PCA32,ALTA,II,12,0.000,0.000,
PCA32,ALTA,II,13,0.000,0.000,
PCA32,ALTA,II,14,0.000,0.000,
PCA32,ALTA,II,15,0.000,0.000,
PCA32,ALTA,II,16,0.000,0.000,
PCA32,ALTA,II,17,0.000,0.000,
PCA32,ALTA,II,18,0.000,0.000,
PCA32,ALTA,II,19,0.000,0.000,
PCA32,ALTA,II,20,0.000,0.000,
PCA33,ALTA,II,1,0.000,0.000,
PCA33,ALTA,II,2,0.000,0.000,
PCA33,ALTA,II,3,0.000,0.000,
PCA33,ALTA,II,4,0.000,0.000,
PCA33,ALTA,II,5,0.000,0.000,
PCA33,ALTA,II,6,0.000,0.000,
PCA33,ALTA,II,7,0.000,0.000,
PCA33,ALTA,II,8,0.000,0.000,
PCA33,ALTA,II,9,0.000,0.000,
PCA33,ALTA,II,10,0.000,0.000,
PCA33,ALTA,II,11,0.000,0.000,
PCA33,ALTA,II,12,0.000,0.000,
PCA33,ALTA,II,13,0.000,0.000,
PCA33,ALTA,II,14,0.000,0.000,
PCA33,ALTA,II,15,0.000,0.000,
PCA33,ALTA,II,16,0.000,0.000,
PCA33,ALTA,II,17,0.000,0.000,
PCA33,ALTA,II,18,0.000,0.000,
PCA33,ALTA,II,19,0.000,0.000,
PCA33,ALTA,II,20,0.000,0.000,
PCA34,ALTA,II,1,0.000,0.000,
PCA34,ALTA,II,2,0.000,0.000,
PCA34,ALTA,II,3,0.000,0.000,
PCA34,ALTA,II,4,0.000,0.000,
PCA34,ALTA,II,5,0.000,0.000,
PCA34,ALTA,II,6,0.000,0.000,
PCA34,ALTA,II,7,0.000,0.000,
PCA34,ALTA,II,8,0.000,0.000,
PCA34,ALTA,II,9,0.000,0.000,
PCA34,ALTA,II,10,0.000,0.000,
PCA34,ALTA,II,11,0.000,0.000,
PCA34,ALTA,II,12,0.000,0.000,
PCA34,ALTA,II,13,0.000,0.000,
PCA34,ALTA,II,14,0.000,0.000,
PCA34,ALTA,II,15,0.000,0.000,
PCA34,ALTA,II,16,0.000,0.000,
PCA34,ALTA,II,17,0.000,0.000,
PCA34,ALTA,II,18,0.000,0.000,
PCA34,ALTA,II,19,0.000,0.000,
PCA34,ALTA,II,20,0.000,0.000,
PCA35,ALTA,II,1,0.000,0.000,
PCA35,ALTA,II,2,0.000,0.000,
PCA35,ALTA,II,3,0.000,0.000,
PCA35,ALTA,II,4,0.000,0.000,
PCA35,ALTA,II,5,0.000,0.000,
PCA35,ALTA,II,6,0.000,0.000,
PCA35,ALTA,II,7,0.000,0.000,
PCA35,ALTA,II,8,0.000,0.000,
PCA35,ALTA,II,9,0.000,0.000,
PCA35,ALTA,II,10,0.000,0.000,
PCA35,ALTA,II,11,0.000,0.000,
PCA35,ALTA,II,12,0.000,0.000,
PCA35,ALTA,II,13,0.000,0.000,
PCA35,ALTA,II,14,0.000,0.000,
PCA35,ALTA,II,15,0.000,0.000,
PCA35,ALTA,II,16,0.000,0.000,
PCA35,ALTA,II,17,0.000,0.000,
PCA35,ALTA,II,18,0.000,0.000,
PCA35,ALTA,II,19,0.000,0.000,
PCA35,ALTA,II,20,0.000,0.000,
PCA36,ALTA,II,1,49.382,46.063,
PCA36,ALTA,II,2,64.110,45.210,
PCA36,ALTA,II,3,14.211,14.687,
PCA36,ALTA,II,4,57.375,37.207,
PCA36,ALTA,II,5,11.458,21.465,
PCA36,ALTA,II,6,34.341,28.488,
PCA36,ALTA,II,7,17.875,14.585,
PCA36,ALTA,II,8,15.937,16.094,
PCA36,ALTA,II,9,1.839,22.642,
PCA36,ALTA,II,10,0.000,0.000,
PCA36,ALTA,II,11,0.000,0.000,
PCA36,ALTA,II,12,15.528,28.698,
PCA36,ALTA,II,13,91.424,36.582,
PCA36,ALTA,II,14,28.979,22.116,
PCA36,ALTA,II,15,73.455,55.616,
PCA36,ALTA,II,16,72.849,55.352,
PCA36,ALTA,II,17,0.000,0.000,
PCA36,ALTA,II,18,0.000,0.000,
PCA36,ALTA,II,19,0.000,0.000,
PCA36,ALTA,II,20,0.000,0.000,
PCA37,ALTA,II,1,21.116,9.009,
PCA37,ALTA,II,2,24.479,21.695,
PCA37,ALTA,II,3,56.097,50.597,
PCA37,ALTA,II,4,35.559,29.532,
PCA37,ALTA,II,5,47.070,48.512,
PCA37,ALTA,II,6,13.627,10.808,
PCA37,ALTA,II,7,38.875,36.039,
PCA37,ALTA,II,8,30.653,27.086,
PCA37,ALTA,II,9,38.619,46.462,
PCA37,ALTA,II,10,45.696,41.558,
PCA37,ALTA,II,11,31.141,31.945,
PCA37,ALTA,II,12,33.656,32.110,
PCA37,ALTA,II,13,38.896,49.846,
PCA37,ALTA,II,14,0.000,0.000,
PCA37,ALTA,II,15,0.000,0.000,
PCA37,ALTA,II,16,23.421,24.488,
PCA37,ALTA,II,17,0.000,0.000,
PCA37,ALTA,II,18,0.000,0.000,
PCA37,ALTA,II,19,0.000,0.000,
PCA37,ALTA,II,20,0.000,0.000,
PCA38,ALTA,II,1,0.000,0.000,
PCA38,ALTA,II,2,0.000,0.000,
PCA38,ALTA,II,3,0.000,0.000,
PCA38,ALTA,II,4,0.000,0.000,
PCA38,ALTA,II,5,0.000,0.000,
PCA38,ALTA,II,6,0.000,0.000,
PCA38,ALTA,II,7,0.000,0.000,
PCA38,ALTA,II,8,0.000,0.000,
PCA38,ALTA,II,9,0.000,0.000,
PCA38,ALTA,II,10,0.000,0.000,
PCA38,ALTA,II,11,0.000,0.000,
PCA38,ALTA,II,12,0.000,0.000,
PCA38,ALTA,II,13,0.000,0.000,
PCA38,ALTA,II,14,0.000,0.000,
PCA38,ALTA,II,15,0.000,0.000,
PCA38,ALTA,II,16,0.000,0.000,
PCA38,ALTA,II,17,0.000,0.000,
PCA38,ALTA,II,18,0.000,0.000,
PCA38,ALTA,II,19,0.000,0.000,
PCA38,ALTA,II,20,0.000,0.000,
PCA39,ALTA,II,1,0.000,0.000,
PCA39,ALTA,II,2,0.000,0.000,
PCA39,ALTA,II,3,0.000,0.000,
PCA39,ALTA,II,4,0.000,0.000,
PCA39,ALTA,II,5,0.000,0.000,
PCA39,ALTA,II,6,0.000,0.000,
PCA39,ALTA,II,7,0.000,0.000,
PCA39,ALTA,II,8,0.000,0.000,
PCA39,ALTA,II,9,0.000,0.000,
PCA39,ALTA,II,10,0.000,0.000,
PCA39,ALTA,II,11,0.000,0.000,
PCA39,ALTA,II,12,0.000,0.000,
PCA39,ALTA,II,13,0.000,0.000,
PCA39,ALTA,II,14,0.000,0.000,
PCA39,ALTA,II,15,0.000,0.000,
PCA39,ALTA,II,16,0.000,0.000,
PCA39,ALTA,II,17,0.000,0.000,
PCA39,ALTA,II,18,0.000,0.000,
PCA39,ALTA,II,19,0.000,0.000,
PCA39,ALTA,II,20,0.000,0.000,
PCA40,MEDIA,II,1,109.440,82.189,97.030
PCA40,MEDIA,II,2,6.720,1.581,2.334
PCA40,MEDIA,II,3,99.620,72.905,79.040
PCA40,MEDIA,II,4,10.210,16.317,13.932
PCA40,MEDIA,II,5,14.840,39.549,43.559
PCA40,MEDIA,II,6,143.980,98.490,113.670
PCA40,MEDIA,II,7,61.140,54.670,59.190
PCA40,MEDIA,II,8,48.330,37.169,40.090
PCA40,MEDIA,II,9,1.970,4.069,6.300
PCA40,MEDIA,II,10,16.730,13.832,19.208
PCA40,MEDIA,II,11,51.980,44.198,49.313
PCA40,MEDIA,II,12,24.520,21.923,23.736
PCA40,MEDIA,II,13,0.000,0.000,0.000
PCA40,MEDIA,II,14,0.000,0.000,0.000
PCA40,MEDIA,II,15,0.000,0.000,0.000
PCA40,MEDIA,II,16,0.000,0.000,0.000
PCA40,MEDIA,II,17,0.000,0.000,0.000
PCA40,MEDIA,II,18,0.000,0.000,0.000
PCA40,MEDIA,II,19,0.000,0.000,0.000
PCA40,MEDIA,II,20,0.000,0.000,0.000
PCA01,BAJA,III,1,4.845,24.112,21.000
PCA01,BAJA,III,2,136.902,116.961,110.170
PCA01,BAJA,III,3,14.529,51.738,47.360
PCA01,BAJA,III,4,95.314,92.111,94.308
PCA01,BAJA,III,5,6.890,33.230,30.950
PCA01,BAJA,III,6,17.064,12.866,16.480
PCA01,BAJA,III,7,2.510,22.124,18.490
PCA01,BAJA,III,8,7.778,14.551,14.050
PCA01,BAJA,III,9,80.996,94.270,85.650
PCA01,BAJA,III,10,50.896,51.337,54.250
PCA01,BAJA,III,11,80.538,111.182,104.600
PCA01,BAJA,III,12,71.570,54.540,50.803
PCA01,BAJA,III,13,0.000,0.000,0.000
PCA01,BAJA,III,14,0.000,0.000,0.000
PCA01,BAJA,III,15,0.000,0.000,0.000
PCA01,BAJA,III,16,0.000,0.000,0.000
PCA01,BAJA,III,17,0.000,0.000,0.000
PCA01,BAJA,III,18,0.000,0.000,0.000
PCA01,BAJA,III,19,0.000,0.000,0.000
PCA01,BAJA,III,20,0.000,0.000,0.000
PCA02,BAJA,III,1,7.261,11.514,10.470
PCA02,BAJA,III,2,4.881,16.619,7.870
PCA02,BAJA,III,3,8.393,46.748,46.700
PCA02,BAJA,III,4,15.253,24.435,15.700
PCA02,BAJA,III,5,142.829,111.367,119.713
PCA02,BAJA,III,6,72.012,70.674,62.740
PCA02,BAJA,III,7,1.152,13.756,9.040
PCA02,BAJA,III,8,77.362,72.717,80.230
PCA02,BAJA,III,9,4.679,13.340,11.600
PCA02,BAJA,III,10,36.068,62.852,68.339
PCA02,BAJA,III,11,0.000,56.912,55.900
PCA02,BAJA,III,12,0.000,0.000,0.000
PCA02,BAJA,III,13,0.000,0.000,0.000
PCA02,BAJA,III,14,0.000,0.000,0.000
PCA02,BAJA,III,15,0.000,0.000,0.000
PCA02,BAJA,III,16,0.000,0.000,0.000
PCA02,BAJA,III,17,0.000,0.000,0.000
PCA02,BAJA,III,18,0.000,0.000,0.000
PCA02,BAJA,III,19,0.000,0.000,0.000
PCA02,BAJA,III,20,0.000,0.000,0.000
PCA03,BAJA,III,1,53.684,43.080,38.990
PCA03,BAJA,III,2,14.858,36.571,35.710
PCA03,BAJA,III,3,15.929,10.421,15.450
PCA03,BAJA,III,4,7.720,19.958,19.860
PCA03,BAJA,III,5,57.079,45.160,42.650
PCA03,BAJA,III,6,14.111,12.781,14.700
PCA03,BAJA,III,7,97.381,75.546,85.500
PCA03,BAJA,III,8,16.115,13.492,21.200
PCA03,BAJA,III,9,9.639,19.745,20.700
PCA03,BAJA,III,10,25.967,0.000,0.000
PCA03,BAJA,III,11,0.000,18.286,23.170
PCA03,BAJA,III,12,6.106,11.338,2.290
PCA03,BAJA,III,13,24.341,31.738,29.656
PCA03,BAJA,III,14,16.015,12.334,12.898
PCA03,BAJA,III,15,36.193,0.000,0.000
PCA03,BAJA,III,16,0.000,0.000,0.000
PCA03,BAJA,III,17,0.000,0.000,0.000
PCA03,BAJA,III,18,0.000,0.000,0.000
PCA03,BAJA,III,19,0.000,0.000,0.000
PCA03,BAJA,III,20,0.000,0.000,0.000
PCA04,BAJA,III,1,17.154,32.410,23.640
PCA04,BAJA,III,2,3.837,8.915,8.100
PCA04,BAJA,III,3,3.687,9.385,6.500
PCA04,BAJA,III,4,21.106,34.360,27.954
PCA04,BAJA,III,5,16.766,27.383,25.450
PCA04,BAJA,III,6,23.250,45.994,46.300
PCA04,BAJA,III,7,35.225,42.611,42.600
PCA04,BAJA,III,8,20.136,44.816,39.789
PCA04,BAJA,III,9,38.017,38.175,33.650
PCA04,BAJA,III,10,12.968,0.000,0.000
PCA04,BAJA,III,11,0.000,0.000,0.000
PCA04,BAJA,III,12,0.000,0.000,0.000
PCA04,BAJA,III,13,0.000,0.000,0.000
PCA04,BAJA,III,14,0.000,0.000,0.000
PCA04,BAJA,III,15,0.000,0.000,0.000
PCA04,BAJA,III,16,0.000,0.000,0.000
PCA04,BAJA,III,17,0.000,0.000,0.000
PCA04,BAJA,III,18,0.000,0.000,0.000
PCA04,BAJA,III,19,0.000,0.000,0.000
PCA04,BAJA,III,20,0.000,0.000,0.000
PCA05,BAJA,III,1,11.440,0.000,0.000
PCA05,BAJA,III,2,16.552,19.900,16.800
PCA05,BAJA,III,3,22.284,30.146,29.400
PCA05,BAJA,III,4,33.543,50.004,49.880
PCA05,BAJA,III,5,15.948,44.764,36.420
PCA05,BAJA,III,6,3.060,27.628,26.500
PCA05,BAJA,III,7,18.193,24.886,17.200
PCA05,BAJA,III,8,36.873,40.850,42.500
PCA05,BAJA,III,9,31.376,26.386,28.000
PCA05,BAJA,III,10,12.058,15.892,10.100
PCA05,BAJA,III,11,0.000,0.000,0.000
PCA05,BAJA,III,12,0.000,0.000,0.000
PCA05,BAJA,III,13,0.000,0.000,0.000
PCA05,BAJA,III,14,0.000,0.000,0.000
PCA05,BAJA,III,15,0.000,0.000,0.000
PCA05,BAJA,III,16,0.000,0.000,0.000
PCA05,BAJA,III,17,0.000,0.000,0.000
PCA05,BAJA,III,18,0.000,0.000,0.000
PCA05,BAJA,III,19,0.000,0.000,0.000
PCA05,BAJA,III,20,0.000,0.000,0.000
PCA06,,III,1,,,
PCA06,,III,2,,,
PCA06,,III,3,,,
PCA06,,III,4,,,
PCA06,,III,5,,,
PCA06,,III,6,,,
PCA06,,III,7,,,
PCA06,,III,8,,,
PCA06,,III,9,,,
PCA06,,III,10,,,
PCA06,,III,11,,,
PCA06,,III,12,,,
PCA06,,III,13,,,
PCA06,,III,14,,,
PCA06,,III,15,,,
PCA06,,III,16,,,
PCA06,,III,17,,,
PCA06,,III,18,,,
PCA06,,III,19,,,
PCA06,,III,20,,,
PCA07,BAJA,III,1,3.183,0.000,0.000
PCA07,BAJA,III,2,60.200,89.049,89.099
PCA07,BAJA,III,3,2.083,10.860,4.600
PCA07,BAJA,III,4,12.283,22.734,22.100
PCA07,BAJA,III,5,2.569,6.250,6.900
PCA07,BAJA,III,6,57.159,45.051,49.700
PCA07,BAJA,III,7,5.239,12.882,7.290
PCA07,BAJA,III,8,14.418,19.332,11.000
PCA07,BAJA,III,9,5.790,15.213,15.280
PCA07,BAJA,III,10,10.528,15.678,13.300
PCA07,BAJA,III,11,0.000,0.000,0.000
PCA07,BAJA,III,12,0.000,0.000,0.000
PCA07,BAJA,III,13,0.000,0.000,0.000
PCA07,BAJA,III,14,0.000,0.000,0.000
PCA07,BAJA,III,15,0.000,0.000,0.000
PCA07,BAJA,III,16,0.000,0.000,0.000
PCA07,BAJA,III,17,0.000,0.000,0.000
PCA07,BAJA,III,18,0.000,0.000,0.000
PCA07,BAJA,III,19,0.000,0.000,0.000
PCA07,BAJA,III,20,0.000,0.000,0.000
PCA08,,III,1,,,
PCA08,,III,2,,,
PCA08,,III,3,,,
PCA08,,III,4,,,
PCA08,,III,5,,,
PCA08,,III,6,,,
PCA08,,III,7,,,
PCA08,,III,8,,,
PCA08,,III,9,,,
PCA08,,III,10,,,
PCA08,,III,11,,,
PCA08,,III,12,,,
PCA08,,III,13,,,
PCA08,,III,14,,,
PCA08,,III,15,,,
PCA08,,III,16,,,
PCA08,,III,17,,,
PCA08,,III,18,,,
PCA08,,III,19,,,
PCA08,,III,20,,,
PCA09,BAJA,III,1,19.090,32.893,24.200
PCA09,BAJA,III,2,50.790,69.048,63.800
PCA09,BAJA,III,3,54.000,83.966,74.150
PCA09,BAJA,III,4,47.370,62.306,60.800
PCA09,BAJA,III,5,32.450,20.422,18.240
PCA09,BAJA,III,6,37.900,32.732,37.900
PCA09,BAJA,III,7,20.000,89.399,82.800
PCA09,BAJA,III,8,17.010,17.030,21.400
PCA09,BAJA,III,9,51.690,38.373,43.500
PCA09,BAJA,III,10,4.610,6.267,11.000
PCA09,BAJA,III,11,42.550,53.458,57.700
PCA09,BAJA,III,12,25.970,88.568,88.889
PCA09,BAJA,III,13,27.260,0.000,0.000
PCA09,BAJA,III,14,10.240,0.000,0.000
PCA09,BAJA,III,15,48.220,0.000,0.000
PCA09,BAJA,III,16,39.440,0.000,0.000
PCA09,BAJA,III,17,0.000,0.000,0.000
PCA09,BAJA,III,18,16.800,0.000,0.000
PCA09,BAJA,III,19,0.000,0.000,0.000
PCA09,BAJA,III,20,11.440,0.000,0.000
PCA10,BAJA,III,1,16.250,31.202,30.100
PCA10,BAJA,III,2,29.540,0.000,0.000
PCA10,BAJA,III,3,33.130,32.736,25.800
PCA10,BAJA,III,4,27.740,0.000,0.000
PCA10,BAJA,III,5,0.000,9.937,4.500
PCA10,BAJA,III,6,0.000,104.398,102.000
PCA10,BAJA,III,7,39.510,82.625,77.020
PCA10,BAJA,III,8,0.000,38.424,30.700
PCA10,BAJA,III,9,45.960,19.835,14.010
PCA10,BAJA,III,10,180.000,9.143,7.100
PCA10,BAJA,III,11,52.700,26.025,26.000
PCA10,BAJA,III,12,180.000,11.519,12.560
PCA10,BAJA,III,13,0.000,0.000,0.000
PCA10,BAJA,III,14,0.000,0.000,0.000
PCA10,BAJA,III,15,0.000,0.000,0.000
PCA10,BAJA,III,16,0.000,0.000,0.000
PCA10,BAJA,III,17,0.000,0.000,0.000
PCA10,BAJA,III,18,0.000,0.000,0.000
PCA10,BAJA,III,19,0.000,0.000,0.000
PCA10,BAJA,III,20,0.000,0.000,0.000
PCA11,BAJA,III,1,15.130,20.421,21.700
PCA11,BAJA,III,2,30.360,74.948,72.400
PCA11,BAJA,III,3,43.040,51.836,55.330
PCA11,BAJA,III,4,13.640,26.145,29.100
PCA11,BAJA,III,5,19.890,36.641,42.500
PCA11,BAJA,III,6,19.870,92.027,89.400
PCA11,BAJA,III,7,25.520,42.270,41.070
PCA11,BAJA,III,8,7.910,21.860,20.600
PCA11,BAJA,III,9,16.720,5.910,11.850
PCA11,BAJA,III,10,4.330,10.031,9.200
PCA11,BAJA,III,11,22.500,15.371,14.700
PCA11,BAJA,III,12,45.000,3.922,5.800
PCA11,BAJA,III,13,53.450,0.000,0.000
PCA11,BAJA,III,14,30.340,0.000,0.000
PCA11,BAJA,III,15,78.060,0.000,0.000
PCA11,BAJA,III,16,14.670,0.000,0.000
PCA11,BAJA,III,17,88.960,0.000,0.000
PCA11,BAJA,III,18,58.670,0.000,0.000
PCA11,BAJA,III,19,30.310,0.000,0.000
PCA11,BAJA,III,20,37.510,0.000,0.000
PCA12,MEDIA,III,1,20.920,17.669,20.166
PCA12,MEDIA,III,2,9.632,34.859,25.574
PCA12,MEDIA,III,3,1.130,28.513,21.951
PCA12,MEDIA,III,4,12.283,21.742,25.403
PCA12,MEDIA,III,5,2.676,37.630,36.743
PCA12,MEDIA,III,6,44.904,0.000,0.000
PCA12,MEDIA,III,7,23.692,47.015,45.597
PCA12,MEDIA,III,8,23.897,18.267,18.862
PCA12,MEDIA,III,9,3.842,4.408,6.465
PCA12,MEDIA,III,10,42.995,30.395,37.972
PCA12,MEDIA,III,11,5.360,10.873,11.201
PCA12,MEDIA,III,12,10.997,12.459,16.882
PCA12,MEDIA,III,13,0.000,0.000,0.000
PCA12,MEDIA,III,14,0.000,0.000,0.000
PCA12,MEDIA,III,15,0.000,0.000,0.000
PCA12,MEDIA,III,16,0.000,0.000,0.000
PCA12,MEDIA,III,17,0.000,0.000,0.000
PCA12,MEDIA,III,18,0.000,0.000,0.000
PCA12,MEDIA,III,19,0.000,0.000,0.000
PCA12,MEDIA,III,20,0.000,0.000,0.000
