linea,altitud,grupo,repeticion,angulo,nancy,ale
PCA40,MEDIA,III,14,0.000,0.000,0.000
PCA40,MEDIA,III,15,0.000,0.000,0.000
PCA40,MEDIA,III,16,0.000,0.000,0.000
PCA40,MEDIA,III,17,0.000,0.000,0.000
PCA40,MEDIA,III,18,0.000,0.000,0.000
PCA40,MEDIA,III,19,0.000,0.000,0.000
PCA40,MEDIA,III,20,0.000,0.000,0.000
PCA01,BAJA,IV,1,0.000,0.000,0.000
PCA01,BAJA,IV,2,0.000,0.000,1.300
PCA01,BAJA,IV,3,14.820,23.710,17.071
PCA01,BAJA,IV,4,7.460,26.168,22.000
PCA01,BAJA,IV,5,19.826,14.001,10.080
PCA01,BAJA,IV,6,0.230,15.461,14.200
PCA01,BAJA,IV,7,0.000,0.000,0.000
PCA01,BAJA,IV,8,144.406,111.123,110.396
PCA01,BAJA,IV,9,2.712,0.000,0.000
PCA01,BAJA,IV,10,20.911,0.000,0.000
PCA01,BAJA,IV,11,3.908,16.232,8.900
PCA01,BAJA,IV,12,18.733,15.393,13.700
PCA01,BAJA,IV,13,0.000,0.000,0.000
PCA01,BAJA,IV,14,0.000,0.000,0.000
PCA01,BAJA,IV,15,0.000,0.000,0.000
PCA01,BAJA,IV,16,0.000,0.000,0.000
PCA01,BAJA,IV,17,0.000,0.000,0.000
PCA01,BAJA,IV,18,0.000,0.000,0.000
PCA01,BAJA,IV,19,0.000,0.000,0.000
PCA01,BAJA,IV,20,0.000,0.000,0.000
PCA02,BAJA,IV,1,57.368,63.329,56.800
PCA02,BAJA,IV,2,27.957,32.085,26.500
PCA02,BAJA,IV,3,45.430,58.313,55.800
PCA02,BAJA,IV,4,18.847,37.480,28.500
PCA02,BAJA,IV,5,133.586,117.926,126.730
PCA02,BAJA,IV,6,36.590,19.562,16.770
PCA02,BAJA,IV,7,88.084,62.593,63.200
PCA02,BAJA,IV,8,3.623,43.281,42.090
PCA02,BAJA,IV,9,24.522,41.955,36.250
PCA02,BAJA,IV,10,0.000,0.000,0.000
PCA02,BAJA,IV,11,8.438,7.688,0.000
PCA02,BAJA,IV,12,0.000,0.000,0.000
PCA02,BAJA,IV,13,0.000,0.000,0.000
PCA02,BAJA,IV,14,0.000,0.000,0.000
PCA02,BAJA,IV,15,0.000,0.000,0.000
PCA02,BAJA,IV,16,0.000,0.000,0.000
PCA02,BAJA,IV,17,0.000,0.000,0.000
PCA02,BAJA,IV,18,0.000,0.000,0.000
PCA02,BAJA,IV,19,0.000,0.000,0.000
PCA02,BAJA,IV,20,0.000,0.000,0.000
PCA03,BAJA,IV,1,3.980,24.342,20.900
PCA03,BAJA,IV,2,0.000,51.297,56.900
PCA03,BAJA,IV,3,18.560,24.817,16.160
PCA03,BAJA,IV,4,12.611,13.698,12.550
PCA03,BAJA,IV,5,90.294,54.746,63.000
PCA03,BAJA,IV,6,2.740,8.686,12.550
PCA03,BAJA,IV,7,6.176,4.558,4.520
PCA03,BAJA,IV,8,5.942,1.859,2.200
PCA03,BAJA,IV,9,8.498,5.531,3.600
PCA03,BAJA,IV,10,6.767,11.440,4.180
PCA03,BAJA,IV,11,2.289,23.813,25.800
PCA03,BAJA,IV,12,14.494,19.224,26.200
PCA03,BAJA,IV,13,0.000,0.000,0.000
PCA03,BAJA,IV,14,0.000,0.000,0.000
PCA03,BAJA,IV,15,0.000,0.000,0.000
PCA03,BAJA,IV,16,0.000,0.000,0.000
PCA03,BAJA,IV,17,0.000,0.000,0.000
PCA03,BAJA,IV,18,0.000,0.000,0.000
PCA03,BAJA,IV,19,0.000,0.000,0.000
PCA03,BAJA,IV,20,0.000,0.000,0.000
PCA04,BAJA,IV,1,20.151,18.169,23.190
PCA04,BAJA,IV,2,20.620,32.567,29.770
PCA04,BAJA,IV,3,10.163,16.859,23.000
PCA04,BAJA,IV,4,60.604,46.978,48.960
PCA04,BAJA,IV,5,4.354,13.922,12.200
PCA04,BAJA,IV,6,33.235,55.012,55.870
PCA04,BAJA,IV,7,44.084,71.265,73.240
PCA04,BAJA,IV,8,27.512,27.345,31.290
PCA04,BAJA,IV,9,14.000,14.772,11.100
PCA04,BAJA,IV,10,180.000,0.000,0.000
PCA04,BAJA,IV,11,8.399,18.303,11.600
PCA04,BAJA,IV,12,68.996,55.627,59.156
PCA04,BAJA,IV,13,0.000,0.000,0.000
PCA04,BAJA,IV,14,0.000,0.000,0.000
PCA04,BAJA,IV,15,0.000,0.000,0.000
PCA04,BAJA,IV,16,0.000,0.000,0.000
PCA04,BAJA,IV,17,0.000,0.000,0.000
PCA04,BAJA,IV,18,0.000,0.000,0.000
PCA04,BAJA,IV,19,0.000,0.000,0.000
PCA04,BAJA,IV,20,0.000,0.000,0.000
PCA05,BAJA,IV,1,58.439,59.526,64.195
PCA05,BAJA,IV,2,36.993,39.159,44.700
PCA05,BAJA,IV,3,49.506,57.679,51.800
PCA05,BAJA,IV,4,19.458,11.777,14.700
PCA05,BAJA,IV,5,27.031,24.618,32.100
PCA05,BAJA,IV,6,42.115,37.672,44.400
PCA05,BAJA,IV,7,46.789,44.736,51.600
PCA05,BAJA,IV,8,25.877,56.077,48.200
PCA05,BAJA,IV,9,3.521,0.000,0.000
PCA05,BAJA,IV,10,8.117,9.250,1.300
PCA05,BAJA,IV,11,68.024,14.715,19.460
PCA05,BAJA,IV,12,43.438,63.591,61.107
PCA05,BAJA,IV,13,65.829,63.805,63.500
PCA05,BAJA,IV,14,53.088,76.656,72.900
PCA05,BAJA,IV,15,13.393,79.414,86.440
PCA05,BAJA,IV,16,47.601,53.940,54.000
PCA05,BAJA,IV,17,0.000,0.000,0.000
PCA05,BAJA,IV,18,0.000,0.000,0.000
PCA05,BAJA,IV,19,0.000,0.000,0.000
PCA05,BAJA,IV,20,0.000,0.000,0.000
PCA06,,IV,1,,,
PCA06,,IV,2,,,
PCA06,,IV,3,,,
PCA06,,IV,4,,,
PCA06,,IV,5,,,
PCA06,,IV,6,,,
PCA06,,IV,7,,,
PCA06,,IV,8,,,
PCA06,,IV,9,,,
PCA06,,IV,10,,,
PCA06,,IV,11,,,
PCA06,,IV,12,,,
PCA06,,IV,13,,,
PCA06,,IV,14,,,
PCA06,,IV,15,,,
PCA06,,IV,16,,,
PCA06,,IV,17,,,
PCA06,,IV,18,,,
PCA06,,IV,19,,,
PCA06,,IV,20,,,
PCA07,BAJA,IV,1,24.030,26.511,22.400
PCA07,BAJA,IV,2,20.960,11.146,18.840
PCA07,BAJA,IV,3,15.310,15.698,16.200
PCA07,BAJA,IV,4,0.000,49.743,46.800
PCA07,BAJA,IV,5,18.570,17.624,16.000
PCA07,BAJA,IV,6,57.310,63.228,59.790
PCA07,BAJA,IV,7,40.650,40.968,36.600
PCA07,BAJA,IV,8,7.630,8.163,5.700
PCA07,BAJA,IV,9,28.290,58.941,49.700
PCA07,BAJA,IV,10,27.610,31.070,31.800
PCA07,BAJA,IV,11,0.000,63.828,67.434
PCA07,BAJA,IV,12,30.850,66.508,68.000
PCA07,BAJA,IV,13,26.920,35.829,36.000
PCA07,BAJA,IV,14,0.000,25.093,23.300
PCA07,BAJA,IV,15,26.920,61.546,66.300
PCA07,BAJA,IV,16,0.000,7.027,4.000
PCA07,BAJA,IV,17,0.000,0.000,0.000
PCA07,BAJA,IV,18,0.000,0.000,0.000
PCA07,BAJA,IV,19,0.000,0.000,0.000
PCA07,BAJA,IV,20,0.000,0.000,0.000
PCA08,,IV,1,,,
PCA08,,IV,2,,,
PCA08,,IV,3,,,
PCA08,,IV,4,,,
PCA08,,IV,5,,,
PCA08,,IV,6,,,
PCA08,,IV,7,,,
PCA08,,IV,8,,,
PCA08,,IV,9,,,
PCA08,,IV,10,,,
PCA08,,IV,11,,,
PCA08,,IV,12,,,
PCA08,,IV,13,,,
PCA08,,IV,14,,,
PCA08,,IV,15,,,
PCA08,,IV,16,,,
PCA08,,IV,17,,,
PCA08,,IV,18,,,
PCA08,,IV,19,,,
PCA08,,IV,20,,,
PCA09,BAJA,IV,1,18.300,89.725,94.200
PCA09,BAJA,IV,2,2.940,87.110,94.250
PCA09,BAJA,IV,3,0.000,69.125,69.500
PCA09,BAJA,IV,4,45.250,21.877,24.380
PCA09,BAJA,IV,5,29.300,49.720,53.500
PCA09,BAJA,IV,6,0.000,73.370,68.100
PCA09,BAJA,IV,7,0.000,45.715,52.300
PCA09,BAJA,IV,8,0.000,62.929,58.300
PCA09,BAJA,IV,9,0.000,51.648,47.100
PCA09,BAJA,IV,10,0.000,0.000,0.000
PCA09,BAJA,IV,11,0.000,26.426,26.690
PCA09,BAJA,IV,12,0.000,31.281,30.000
PCA09,BAJA,IV,13,0.000,0.000,0.000
PCA09,BAJA,IV,14,0.000,65.011,61.160
PCA09,BAJA,IV,15,0.000,58.256,61.500
PCA09,BAJA,IV,16,0.000,16.396,10.700
PCA09,BAJA,IV,17,0.000,0.000,0.000
PCA09,BAJA,IV,18,0.000,0.000,0.000
PCA09,BAJA,IV,19,0.000,0.000,0.000
PCA09,BAJA,IV,20,0.000,0.000,0.000
PCA10,BAJA,IV,1,33.270,43.540,45.290
PCA10,BAJA,IV,2,0.000,17.709,22.200
PCA10,BAJA,IV,3,15.140,87.332,91.300
PCA10,BAJA,IV,4,0.000,19.592,11.990
PCA10,BAJA,IV,5,23.730,49.951,43.550
PCA10,BAJA,IV,6,0.000,15.616,19.700
PCA10,BAJA,IV,7,0.000,33.222,35.100
PCA10,BAJA,IV,8,31.530,28.181,24.500
PCA10,BAJA,IV,9,13.880,39.236,35.040
PCA10,BAJA,IV,10,13.600,15.103,19.800
PCA10,BAJA,IV,11,28.800,32.927,25.890
PCA10,BAJA,IV,12,4.330,11.724,19.100
PCA10,BAJA,IV,13,0.000,44.348,48.150
PCA10,BAJA,IV,14,0.000,41.383,42.600
PCA10,BAJA,IV,15,0.000,29.064,32.000
PCA10,BAJA,IV,16,0.000,0.000,0.000
PCA10,BAJA,IV,17,0.000,0.000,0.000
PCA10,BAJA,IV,18,0.000,0.000,0.000
PCA10,BAJA,IV,19,0.000,0.000,0.000
PCA10,BAJA,IV,20,0.000,0.000,0.000
PCA11,BAJA,IV,1,9.140,23.021,32.930
PCA11,BAJA,IV,2,13.070,10.159,13.120
PCA11,BAJA,IV,3,14.600,46.190,43.420
PCA11,BAJA,IV,4,19.430,38.930,40.580
PCA11,BAJA,IV,5,36.040,38.270,30.960
PCA11,BAJA,IV,6,6.890,16.333,9.200
PCA11,BAJA,IV,7,21.260,27.440,24.600
PCA11,BAJA,IV,8,11.000,75.521,75.600
PCA11,BAJA,IV,9,55.420,60.580,55.460
PCA11,BAJA,IV,10,31.900,17.888,17.020
PCA11,BAJA,IV,11,0.000,18.505,16.600
PCA11,BAJA,IV,12,0.000,24.822,20.720
PCA11,BAJA,IV,13,0.000,0.000,0.000
PCA11,BAJA,IV,14,0.000,0.000,0.000
PCA11,BAJA,IV,15,0.000,0.000,0.000
PCA11,BAJA,IV,16,0.000,0.000,0.000
PCA11,BAJA,IV,17,0.000,0.000,0.000
PCA11,BAJA,IV,18,0.000,0.000,0.000
PCA11,BAJA,IV,19,0.000,0.000,0.000
PCA11,BAJA,IV,20,0.000,0.000,0.000
PCA12,MEDIA,IV,1,100.100,86.672,83.820
PCA12,MEDIA,IV,2,106.180,68.410,73.080
PCA12,MEDIA,IV,3,162.970,130.020,134.650
PCA12,MEDIA,IV,4,16.110,23.426,18.800
PCA12,MEDIA,IV,5,65.610,74.834,71.600
PCA12,MEDIA,IV,6,131.950,95.049,102.330
PCA12,MEDIA,IV,7,162.450,108.123,122.700
PCA12,MEDIA,IV,8,5.830,13.795,11.500
PCA12,MEDIA,IV,9,74.100,68.625,71.200
PCA12,MEDIA,IV,10,18.250,30.196,31.010
PCA12,MEDIA,IV,11,0.000,0.000,0.000
PCA12,MEDIA,IV,12,0.000,0.000,0.000
PCA12,MEDIA,IV,13,0.000,0.000,0.000
PCA12,MEDIA,IV,14,0.000,0.000,0.000
PCA12,MEDIA,IV,15,0.000,0.000,0.000
PCA12,MEDIA,IV,16,0.000,0.000,0.000
PCA12,MEDIA,IV,17,0.000,0.000,0.000
PCA12,MEDIA,IV,18,0.000,0.000,0.000
PCA12,MEDIA,IV,19,0.000,0.000,0.000
PCA12,MEDIA,IV,20,0.000,0.000,0.000
PCA13,MEDIA,IV,1,13.256,18.766,18.997
PCA13,MEDIA,IV,2,66.038,71.412,72.214
PCA13,MEDIA,IV,3,17.106,38.080,36.360
PCA13,MEDIA,IV,4,18.219,16.997,15.822
PCA13,MEDIA,IV,5,5.230,13.758,13.700
PCA13,MEDIA,IV,6,37.965,65.064,69.836
PCA13,MEDIA,IV,7,9.850,35.871,36.775
PCA13,MEDIA,IV,8,81.820,74.024,79.750
PCA13,MEDIA,IV,9,10.840,12.175,16.471
PCA13,MEDIA,IV,10,13.758,7.733,1.488
PCA13,MEDIA,IV,11,77.203,73.639,70.360
PCA13,MEDIA,IV,12,59.177,54.176,54.636
PCA13,MEDIA,IV,13,25.038,28.431,27.869
PCA13,MEDIA,IV,14,139.570,84.680,91.790
PCA13,MEDIA,IV,15,17.246,23.688,24.040
PCA13,MEDIA,IV,16,35.184,53.052,46.818
PCA13,MEDIA,IV,17,0.000,0.000,0.000
PCA13,MEDIA,IV,18,0.000,0.000,0.000
PCA13,MEDIA,IV,19,0.000,0.000,0.000
PCA13,MEDIA,IV,20,0.000,0.000,0.000
PCA14,MEDIA,IV,1,28.540,21.071,15.458
PCA14,MEDIA,IV,2,38.260,34.418,28.697
PCA14,MEDIA,IV,3,69.140,58.850,68.069
PCA14,MEDIA,IV,4,11.070,14.881,15.817
PCA14,MEDIA,IV,5,59.940,45.944,50.346
PCA14,MEDIA,IV,6,66.600,56.495,59.172
PCA14,MEDIA,IV,7,18.590,11.814,17.665
PCA14,MEDIA,IV,8,6.580,3.743,10.650
PCA14,MEDIA,IV,9,39.920,34.568,37.771
PCA14,MEDIA,IV,10,34.010,21.731,24.770
PCA14,MEDIA,IV,11,32.310,32.418,32.803
PCA14,MEDIA,IV,12,34.060,31.738,37.654
PCA14,MEDIA,IV,13,2.260,0.000,0.000
PCA14,MEDIA,IV,14,0.000,0.000,0.000
PCA14,MEDIA,IV,15,68.560,58.924,58.428
PCA14,MEDIA,IV,16,72.680,58.079,67.228
PCA14,MEDIA,IV,17,0.000,0.000,0.000
PCA14,MEDIA,IV,18,0.000,0.000,0.000
PCA14,MEDIA,IV,19,0.000,0.000,0.000
PCA14,MEDIA,IV,20,0.000,0.000,0.000
PCA15,BAJA,IV,1,39.642,33.813,30.800
PCA15,BAJA,IV,2,69.127,67.239,62.800
PCA15,BAJA,IV,3,55.044,45.635,45.400
PCA15,BAJA,IV,4,32.336,38.231,43.500
PCA15,BAJA,IV,5,2.088,19.759,18.980
PCA15,BAJA,IV,6,15.397,37.501,38.100
PCA15,BAJA,IV,7,8.312,19.494,11.240
PCA15,BAJA,IV,8,21.673,24.520,28.500
PCA15,BAJA,IV,9,6.790,35.906,37.679
PCA15,BAJA,IV,10,19.642,29.243,27.200
PCA15,BAJA,IV,11,2.049,6.876,6.610
PCA15,BAJA,IV,12,10.267,20.208,13.380
PCA15,BAJA,IV,13,0.000,0.000,0.000
PCA15,BAJA,IV,14,0.000,0.000,0.000
PCA15,BAJA,IV,15,0.000,0.000,0.000
PCA15,BAJA,IV,16,0.000,0.000,0.000
PCA15,BAJA,IV,17,0.000,0.000,0.000
PCA15,BAJA,IV,18,0.000,0.000,0.000
PCA15,BAJA,IV,19,0.000,0.000,0.000
PCA15,BAJA,IV,20,0.000,0.000,0.000
PCA16,BAJA,IV,1,6.300,12.160,12.800
PCA16,BAJA,IV,2,48.863,104.313,100.950
PCA16,BAJA,IV,3,32.324,30.682,31.740
PCA16,BAJA,IV,4,3.878,10.735,13.300
PCA16,BAJA,IV,5,32.517,24.967,33.500
PCA16,BAJA,IV,6,26.737,39.677,33.850
PCA16,BAJA,IV,7,0.000,0.000,0.000
PCA16,BAJA,IV,8,11.714,77.819,80.750
PCA16,BAJA,IV,9,36.560,35.183,34.920
PCA16,BAJA,IV,10,74.178,60.717,61.000
PCA16,BAJA,IV,11,66.762,82.758,82.866
PCA16,BAJA,IV,12,49.433,64.168,56.700
PCA16,BAJA,IV,13,0.000,0.000,0.000
PCA16,BAJA,IV,14,0.000,0.000,0.000
PCA16,BAJA,IV,15,0.000,0.000,0.000
PCA16,BAJA,IV,16,0.000,0.000,0.000
PCA16,BAJA,IV,17,0.000,0.000,0.000
PCA16,BAJA,IV,18,0.000,0.000,0.000
PCA16,BAJA,IV,19,0.000,0.000,0.000
PCA16,BAJA,IV,20,0.000,0.000,0.000
PCA17,MEDIA,IV,1,23.770,10.787,20.111
PCA17,MEDIA,IV,2,16.680,24.857,20.621
PCA17,MEDIA,IV,3,13.960,0.000,0.000
PCA17,MEDIA,IV,4,103.280,69.379,90.370
PCA17,MEDIA,IV,5,42.090,38.603,31.377
PCA17,MEDIA,IV,6,4.510,17.048,17.395
PCA17,MEDIA,IV,7,10.310,14.303,15.979
PCA17,MEDIA,IV,8,11.570,5.148,11.883
PCA17,MEDIA,IV,9,1.620,0.000,0.000
PCA17,MEDIA,IV,10,0.000,0.000,0.000
PCA17,MEDIA,IV,11,0.000,0.000,0.000
PCA17,MEDIA,IV,12,91.450,79.805,84.660
PCA17,MEDIA,IV,13,0.000,0.000,0.000
PCA17,MEDIA,IV,14,0.000,0.000,0.000
PCA17,MEDIA,IV,15,0.000,0.000,0.000
PCA17,MEDIA,IV,16,0.000,0.000,0.000
PCA17,MEDIA,IV,17,0.000,0.000,0.000
PCA17,MEDIA,IV,18,0.000,0.000,0.000
PCA17,MEDIA,IV,19,0.000,0.000,0.000
PCA17,MEDIA,IV,20,0.000,0.000,0.000
PCA18,MEDIA,IV,1,62.470,24.037,22.740
PCA18,MEDIA,IV,2,20.490,17.564,15.073
PCA18,MEDIA,IV,3,9.680,13.059,14.582
PCA18,MEDIA,IV,4,27.360,26.618,26.345
PCA18,MEDIA,IV,5,12.860,20.881,17.862
PCA18,MEDIA,IV,6,40.900,39.159,44.656
PCA18,MEDIA,IV,7,5.330,0.000,0.000
PCA18,MEDIA,IV,8,13.480,24.132,24.470
PCA18,MEDIA,IV,9,8.760,11.285,17.967
PCA18,MEDIA,IV,10,0.000,86.350,78.338
PCA18,MEDIA,IV,11,25.100,21.955,25.240
PCA18,MEDIA,IV,12,30.340,38.364,31.379
PCA18,MEDIA,IV,13,0.000,0.000,0.000
PCA18,MEDIA,IV,14,0.000,0.000,0.000
PCA18,MEDIA,IV,15,0.000,0.000,0.000
PCA18,MEDIA,IV,16,0.000,0.000,0.000
PCA18,MEDIA,IV,17,0.000,0.000,0.000
PCA18,MEDIA,IV,18,0.000,0.000,0.000
PCA18,MEDIA,IV,19,0.000,0.000,0.000
PCA18,MEDIA,IV,20,0.000,0.000,0.000
PCA19,MEDIA,IV,1,34.160,26.496,23.850
PCA19,MEDIA,IV,2,34.640,31.151,31.548
PCA19,MEDIA,IV,3,5.550,10.711,11.677
PCA19,MEDIA,IV,4,60.220,50.385,48.596
PCA19,MEDIA,IV,5,0.000,0.000,0.000
PCA19,MEDIA,IV,6,11.270,16.026,17.054
PCA19,MEDIA,IV,7,102.380,95.180,100.500
PCA19,MEDIA,IV,8,78.330,68.368,78.070
PCA19,MEDIA,IV,9,116.000,79.356,98.730
PCA19,MEDIA,IV,10,25.800,23.510,21.828
PCA19,MEDIA,IV,11,66.490,55.978,53.600
PCA19,MEDIA,IV,12,34.360,45.938,49.000
PCA19,MEDIA,IV,13,0.000,0.000,0.000
PCA19,MEDIA,IV,14,0.000,0.000,0.000
PCA19,MEDIA,IV,15,0.000,0.000,0.000
PCA19,MEDIA,IV,16,0.000,0.000,0.000
PCA19,MEDIA,IV,17,0.000,0.000,0.000
PCA19,MEDIA,IV,18,0.000,0.000,0.000
PCA19,MEDIA,IV,19,0.000,0.000,0.000
PCA19,MEDIA,IV,20,0.000,0.000,0.000
PCA20,ALTA,IV,1,68.912,0.000,
PCA20,ALTA,IV,2,90.003,0.000,
PCA20,ALTA,IV,3,109.211,0.000,
PCA20,ALTA,IV,4,83.897,0.000,
PCA20,ALTA,IV,5,76.726,0.000,
PCA20,ALTA,IV,6,44.129,0.000,
PCA20,ALTA,IV,7,31.701,0.000,
PCA20,ALTA,IV,8,29.913,0.000,
PCA20,ALTA,IV,9,129.311,0.000,
PCA20,ALTA,IV,10,10.747,0.000,
PCA20,ALTA,IV,11,88.863,0.000,
PCA20,ALTA,IV,12,81.919,0.000,
PCA20,ALTA,IV,13,0.000,0.000,
PCA20,ALTA,IV,14,0.000,0.000,
PCA20,ALTA,IV,15,0.000,0.000,
PCA20,ALTA,IV,16,0.000,0.000,
PCA20,ALTA,IV,17,0.000,0.000,
PCA20,ALTA,IV,18,0.000,0.000,
PCA20,ALTA,IV,19,0.000,0.000,
PCA20,ALTA,IV,20,0.000,0.000,
PCA21,MEDIA,IV,1,42.160,40.400,40.625
PCA21,MEDIA,IV,2,18.520,27.665,25.769
PCA21,MEDIA,IV,3,45.970,41.232,43.867
PCA21,MEDIA,IV,4,54.880,55.588,55.301
PCA21,MEDIA,IV,5,42.120,59.361,54.847
PCA21,MEDIA,IV,6,18.650,26.565,24.918
PCA21,MEDIA,IV,7,40.470,44.570,45.219
PCA21,MEDIA,IV,8,18.010,24.193,21.749
PCA21,MEDIA,IV,9,49.720,45.717,37.946
PCA21,MEDIA,IV,10,2.740,1.175,7.112
PCA21,MEDIA,IV,11,0.000,53.320,55.254
PCA21,MEDIA,IV,12,28.200,26.325,27.483
PCA21,MEDIA,IV,13,0.000,0.000,0.000
PCA21,MEDIA,IV,14,0.000,0.000,0.000
PCA21,MEDIA,IV,15,0.000,0.000,0.000
PCA21,MEDIA,IV,16,0.000,0.000,0.000
PCA21,MEDIA,IV,17,0.000,0.000,0.000
PCA21,MEDIA,IV,18,0.000,0.000,0.000
PCA21,MEDIA,IV,19,0.000,0.000,0.000
PCA21,MEDIA,IV,20,0.000,0.000,0.000
PCA22,MEDIA,IV,1,102.160,83.421,85.720
PCA22,MEDIA,IV,2,88.410,76.036,90.440
PCA22,MEDIA,IV,3,2.320,11.741,8.384
PCA22,MEDIA,IV,4,11.770,18.253,14.296
PCA22,MEDIA,IV,5,58.800,59.818,58.352
PCA22,MEDIA,IV,6,19.750,23.990,26.743
PCA22,MEDIA,IV,7,67.630,45.004,51.068
PCA22,MEDIA,IV,8,151.420,94.673,140.380
PCA22,MEDIA,IV,9,34.790,34.399,37.950
PCA22,MEDIA,IV,10,87.720,71.453,80.530
PCA22,MEDIA,IV,11,5.630,12.463,12.775
PCA22,MEDIA,IV,12,82.320,89.255,85.223
PCA22,MEDIA,IV,13,7.870,12.774,10.411
PCA22,MEDIA,IV,14,7.470,15.765,14.017
PCA22,MEDIA,IV,15,19.260,36.547,34.374
PCA22,MEDIA,IV,16,29.110,19.572,28.023
PCA22,MEDIA,IV,17,0.000,0.000,0.000
PCA22,MEDIA,IV,18,0.000,0.000,0.000
PCA22,MEDIA,IV,19,0.000,0.000,0.000
PCA22,MEDIA,IV,20,0.000,0.000,0.000
PCA23,MEDIA,IV,1,43.300,44.559,38.835
PCA23,MEDIA,IV,2,2.060,2.434,2.877
PCA23,MEDIA,IV,3,66.330,50.446,57.329
PCA23,MEDIA,IV,4,11.450,9.761,10.559
PCA23,MEDIA,IV,5,29.980,21.891,21.528
PCA23,MEDIA,IV,6,23.230,20.008,18.364
PCA23,MEDIA,IV,7,92.170,60.670,74.040
PCA23,MEDIA,IV,8,15.080,13.390,15.454
PCA23,MEDIA,IV,9,5.330,12.338,7.424
PCA23,MEDIA,IV,10,11.850,0.000,0.000
PCA23,MEDIA,IV,11,65.960,61.813,56.964
PCA23,MEDIA,IV,12,91.970,78.626,76.960
PCA23,MEDIA,IV,13,0.000,0.000,0.000
PCA23,MEDIA,IV,14,0.000,0.000,0.000
PCA23,MEDIA,IV,15,0.000,0.000,0.000
PCA23,MEDIA,IV,16,0.000,0.000,0.000
PCA23,MEDIA,IV,17,0.000,0.000,0.000
PCA23,MEDIA,IV,18,0.000,0.000,0.000
PCA23,MEDIA,IV,19,0.000,0.000,0.000
PCA23,MEDIA,IV,20,0.000,0.000,0.000
PCA24,BAJA,IV,1,41.641,38.810,37.110
PCA24,BAJA,IV,2,5.648,11.242,13.920
PCA24,BAJA,IV,3,25.730,24.760,22.590
PCA24,BAJA,IV,4,26.809,27.997,29.530
PCA24,BAJA,IV,5,0.000,0.901,0.000
PCA24,BAJA,IV,6,42.216,33.911,36.100
PCA24,BAJA,IV,7,44.209,39.052,40.380
PCA24,BAJA,IV,8,0.000,0.000,0.000
PCA24,BAJA,IV,9,27.003,37.720,38.490
PCA24,BAJA,IV,10,21.455,23.677,20.250
PCA24,BAJA,IV,11,38.842,31.034,31.080
PCA24,BAJA,IV,12,0.000,28.138,24.200
PCA24,BAJA,IV,13,9.411,106.338,105.500
PCA24,BAJA,IV,14,43.593,42.078,37.400
PCA24,BAJA,IV,15,35.566,38.869,31.876
PCA24,BAJA,IV,16,6.389,18.190,17.500
PCA24,BAJA,IV,17,0.000,0.000,0.000
PCA24,BAJA,IV,18,0.000,0.000,0.000
PCA24,BAJA,IV,19,0.000,0.000,0.000
PCA24,BAJA,IV,20,0.000,0.000,0.000
PCA25,BAJA,IV,1,23.873,17.847,16.100
PCA25,BAJA,IV,2,51.523,70.256,64.260
PCA25,BAJA,IV,3,31.377,23.201,30.500
PCA25,BAJA,IV,4,22.084,23.168,24.800
PCA25,BAJA,IV,5,36.154,37.603,30.420
PCA25,BAJA,IV,6,44.087,70.690,73.290
PCA25,BAJA,IV,7,42.698,52.603,47.690
PCA25,BAJA,IV,8,12.098,20.770,24.900
PCA25,BAJA,IV,9,47.217,56.207,56.600
PCA25,BAJA,IV,10,4.922,8.585,6.100
PCA25,BAJA,IV,11,71.497,66.146,68.800
PCA25,BAJA,IV,12,55.979,59.706,56.700
PCA25,BAJA,IV,13,0.000,0.000,0.000
PCA25,BAJA,IV,14,0.000,0.000,0.000
PCA25,BAJA,IV,15,0.000,0.000,0.000
PCA25,BAJA,IV,16,0.000,0.000,0.000
PCA25,BAJA,IV,17,0.000,0.000,0.000
PCA25,BAJA,IV,18,0.000,0.000,0.000
PCA25,BAJA,IV,19,0.000,0.000,0.000
PCA25,BAJA,IV,20,0.000,0.000,0.000
PCA26,ALTA,IV,1,120.936,0.000,
PCA26,ALTA,IV,2,71.348,0.000,
PCA26,ALTA,IV,3,30.799,0.000,
PCA26,ALTA,IV,4,53.383,0.000,
PCA26,ALTA,IV,5,22.617,0.000,
PCA26,ALTA,IV,6,27.351,0.000,
PCA26,ALTA,IV,7,121.836,0.000,
PCA26,ALTA,IV,8,33.147,0.000,
PCA26,ALTA,IV,9,132.521,0.000,
PCA26,ALTA,IV,10,85.520,0.000,
PCA26,ALTA,IV,11,78.109,0.000,
PCA26,ALTA,IV,12,44.520,0.000,
PCA26,ALTA,IV,13,46.665,0.000,
PCA26,ALTA,IV,14,20.338,0.000,
PCA26,ALTA,IV,15,66.604,0.000,
PCA26,ALTA,IV,16,13.883,0.000,
PCA26,ALTA,IV,17,0.000,0.000,
PCA26,ALTA,IV,18,0.000,0.000,
PCA26,ALTA,IV,19,0.000,0.000,
PCA26,ALTA,IV,20,0.000,0.000,
PCA27,ALTA,IV,1,70.120,0.000,
PCA27,ALTA,IV,2,63.642,0.000,
PCA27,ALTA,IV,3,0.000,0.000,
PCA27,ALTA,IV,4,4.647,0.000,
PCA27,ALTA,IV,5,49.208,0.000,
PCA27,ALTA,IV,6,39.014,0.000,
PCA27,ALTA,IV,7,64.084,0.000,
PCA27,ALTA,IV,8,24.112,0.000,
